,Id_card,Id_firm,Organization_name,Rubric,Project,Subject,district_ofsubject,city,index_of_city,post_index,street,house_num,houseId,Callphones,Email,Sites,SocialNetworks,how_to_pay,work_schedule,philial_amount,lat,lon
255,70000001033041258,70000001033041257,"Радуга Вкуса, магазин натуральных продуктов",Овощи / Фрукты|Орехи / Семечки / Сухофрукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Литовский бульвар,20,4504235282560767,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 20:00|Воскресенье: с 9:00 до 20:00,1,55.612620385823796,37.5361222030714
184,70000001032123298,70000001032123297,"Натфуд, магазин сухофруктов и орехов",Орехи / Семечки / Сухофрукты|Ягоды / Грибы|Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Ленинский проспект,131,4504235282572657,+7-985-798-98-90,msk.fruit@yandex.ru,nat-food.ru,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.6444700657986,37.473888986312794
0,70000001036962410,70000001036962409,"AYGI, магазин продуктов из Армении",Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,5,4504235282578308,+7-962-935-76-22,,,,,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 21:00,1,55.6038107191333,37.523076778683894
1,70000001040859427,70000001040859426,"Azia Shop, магазин корейских продуктов",Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Голубинская улица,16,4504235282564208,+7-925-190-76-86,asiashopmsk@mail.ru|asiashopmsk@gmail.com,,asia_shop_msk|asiashop.msk,Расчёт по картам|Наличный расчёт,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 10:00 до 22:00,1,55.59715227927771,37.5269206697846
7,70000001007265820,70000001007265821,"Da Lorenzo, лавка итальянских продуктов",Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,126 к3,4504235282571677,+7-916-016-16-44,,Dalorenzo.ru,dalorenzo_moscow|dalorenzo.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 9:45 до 20:45|Вторник: с 9:45 до 20:45|Среда: с 9:45 до 20:45|Четверг: с 9:45 до 20:45|Пятница: с 9:45 до 20:45|Суббота: с 9:30 до 21:00|Воскресенье: с 9:30 до 21:00,1,55.6304019261757,37.5169407463042
24,4504127917721796,4504136499608451,"Ай-Пай, продуктовый магазин",Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,22 к1,4504235282561261,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 22:00|Вторник: с 8:00 до 22:00|Среда: с 8:00 до 22:00|Четверг: с 8:00 до 22:00|Пятница: с 8:00 до 22:00|Суббота: с 8:00 до 22:00|Воскресенье: с 9:00 до 21:00,1,55.6057085195955,37.5280842575722
27,70000001025398376,70000001025398375,"Аппетит, продуктовый магазин",Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,132 к4,4504235282588777,+7 (495) 420-76-26,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 7:00 до 23:00|Вторник: с 7:00 до 23:00|Среда: с 7:00 до 23:00|Четверг: с 7:00 до 23:00|Пятница: с 7:00 до 23:00|Суббота: с 7:00 до 23:00|Воскресенье: с 7:00 до 23:00,1,55.6307021272342,37.510305430289606
29,4504127908982468,4504136498620551,"Артилайн, АО, продуктовый магазин",Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Одоевского проезд,3 к1,4504235282578263,+7 (495) 422-22-52,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 22:00|Вторник: с 8:00 до 22:00|Среда: с 8:00 до 22:00|Четверг: с 8:00 до 22:00|Пятница: с 8:00 до 22:00|Суббота: с 8:00 до 22:00|Воскресенье: с 8:00 до 22:00,1,55.6016907774613,37.5117200073675
35,70000001030424997,70000001030424996,"Белорусские продукты, гастроном",Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,5,4504235282578308,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 9:00 до 21:00,1,55.6038107191333,37.523076778683894
57,70000001027925255,70000001027925254,Гастроном,Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Варги улица,22а,4504235282589431,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 22:50|Вторник: с 8:00 до 22:50|Среда: с 8:00 до 22:50|Четверг: с 8:00 до 22:50|Пятница: с 8:00 до 22:50|Суббота: с 8:00 до 22:50|Воскресенье: с 8:00 до 22:50,1,55.6339625675093,37.4717794725311
58,70000001023092214,70000001023092213,Гастроном,Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,5,4504235282578308,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 21:00,1,55.6038107191333,37.523076778683894
60,4504127908775608,4504136498494815,"Гванда, ООО, продуктовый магазин",Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Ясенево,117593,Соловьиный проезд,4,4504235282579008,+7 (495) 425-52-15,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 22:00,1,55.615997998500205,37.549459220600205
63,4504127917451748,4504136499520276,"Деревенский Уголок, сеть продуктовых магазинов",Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Тёплый Стан улица,27 ст1,4504235282568028,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:30 до 21:30|Вторник: с 9:30 до 21:30|Среда: с 9:30 до 21:30|Четверг: с 9:30 до 21:30|Пятница: с 9:30 до 21:30|Суббота: с 9:30 до 21:30|Воскресенье: с 9:30 до 21:30,5,55.6306709739221,37.4821779211024
64,4504127915498491,4504136499520276,"Деревенский Уголок, сеть продуктовых магазинов",Продовольственные магазины,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Ленинский проспект,131а,4504235282572385,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:30 до 21:30|Вторник: с 9:30 до 21:30|Среда: с 9:30 до 21:30|Четверг: с 9:30 до 21:30|Пятница: с 9:30 до 21:30|Суббота: с 9:30 до 21:30|Воскресенье: с 9:30 до 21:30,5,55.642642076269595,37.4809524393918
